0.0308,0.0780,3.2117,0.0845,0.1511,0.0170,0.0023,0.0433,-23.5671,1.9122,-2.6520,-0.4209,0.0270,0.3491,0.1968,-0.3348,-0.3572,0.1844,0.0326,-0.0508,-0.1451,0.0012,0.0010,0.0013,0.0011,0.0020,0.0744,0.0090,0.0038,0.0027,0.0241,0.0259,0.0013,0.0233,0.0046,0.0391,0.2569,0.0169,0.0341,0.0071,0.0021,0.0048,0.9644,0.3163,0.5048,0.2937,0.1305,0.3290,0.3742,0.1792,0.1975,0.1526,0.5672,0.3585,0.1106,0.0003,0.0003,0.0009,0.0010,0.0006,0.0218,0.0027,0.0009,0.0014,0.0273,0.0167,0.0009,0.0024
0.0252,0.0599,3.2209,0.0746,0.1366,0.0745,0.0054,0.0406,-22.5860,2.8593,-0.4439,0.4166,-0.2695,-0.0782,0.0913,0.4043,0.0784,0.3062,0.2155,-0.1813,-0.1560,0.0104,0.0328,0.0876,0.0081,0.0353,0.0038,0.0136,0.0053,0.0069,0.0214,0.0167,0.0028,0.0256,0.0037,0.0442,0.0733,0.0187,0.0402,0.0191,0.0030,0.0088,1.1094,0.1886,0.1809,0.2186,0.1038,0.1498,0.2443,0.1899,0.2179,0.1906,0.2723,0.1908,0.1710,0.0068,0.0257,0.0269,0.0050,0.0159,0.0037,0.0091,0.0022,0.0065,0.0112,0.0089,0.0026,0.0054
0.1550,0.0140,3.2418,0.2791,0.2374,1.2296,0.0023,0.3400,-25.0214,1.4362,-0.1242,-0.1684,-0.0910,-0.0037,0.1987,-0.0204,-0.1214,-0.1678,-0.3003,-0.3169,-0.1448,0.0096,0.0015,0.0157,0.0131,0.0675,0.0020,0.0188,0.0010,0.0022,0.0044,0.0056,0.0013,0.0210,0.0354,0.0120,0.0540,0.0160,0.0103,0.3742,0.0015,0.1541,1.6438,0.2321,0.2962,0.2655,0.2448,0.3255,0.3320,0.3183,0.1656,0.2457,0.0881,0.2594,0.2239,0.0124,0.0010,0.0114,0.0105,0.0365,0.0017,0.0269,0.0007,0.0018,0.0026,0.0043,0.0008,0.0086
0.0826,0.0281,3.0509,0.1389,0.1366,1.0186,0.0086,0.1461,-26.1470,-0.7936,-0.6797,-0.5112,-0.9218,-0.6121,-0.0965,0.3479,0.1732,0.2533,-0.2744,-0.0483,-0.0134,0.0042,0.0022,0.0063,0.0068,0.0099,0.0023,0.0203,0.0012,0.0082,0.0127,0.0134,0.0082,0.0133,0.0297,0.0368,0.3953,0.0217,0.0219,0.3058,0.0045,0.0385,2.4114,0.8370,0.2180,0.3885,0.2762,0.4929,0.4443,0.3420,0.3348,0.4670,0.4882,0.2733,0.1856,0.0036,0.0020,0.0076,0.0084,0.0157,0.0036,0.0330,0.0017,0.0202,0.0158,0.0250,0.0089,0.0082
0.1153,0.0318,3.1448,0.2054,0.2089,0.9225,0.0038,0.2577,-23.6682,2.5090,-0.2463,0.1853,-0.0688,0.0475,0.1753,-0.1623,-0.1204,-0.1787,-0.0440,-0.0182,0.3296,0.0152,0.0049,0.0272,0.0201,0.0497,0.0138,0.0285,0.0010,0.0063,0.0093,0.0084,0.0064,0.0180,0.0272,0.0273,0.0946,0.0318,0.0275,0.2474,0.0018,0.0793,1.4273,0.4321,0.4772,0.4559,0.3577,0.2283,0.2037,0.1296,0.1099,0.2973,0.2267,0.3425,0.2968,0.0140,0.0029,0.0142,0.0132,0.0285,0.0121,0.0224,0.0012,0.0076,0.0088,0.0038,0.0096,0.0059
0.2087,0.0036,3.1169,0.4256,0.2861,1.0074,0.0011,0.0780,-43.4505,0.0466,0.4250,0.1834,0.0257,-0.0421,0.0006,-0.0331,-0.0484,-0.0356,-0.0208,0.0355,-0.0149,0.0012,0.0004,0.0011,0.0007,0.1076,0.0014,0.0030,0.0004,0.0049,0.0039,0.0053,0.0006,0.0314,0.0243,0.0099,0.3469,0.0765,0.0385,0.5686,0.0015,0.1468,8.8849,0.5343,0.8564,0.4638,0.3672,0.2533,0.1727,0.1350,0.1400,0.1310,0.0870,0.1024,0.0729,0.0017,0.0004,0.0014,0.0009,0.0542,0.0025,0.0056,0.0004,0.0127,0.0068,0.0099,0.0009,0.0117
0.0083,0.0857,2.9380,0.0927,0.1859,0.0259,0.0128,0.0066,-24.8400,2.6605,0.1682,0.6098,0.1405,0.3819,-0.1392,0.0218,0.3219,0.0732,-0.0852,0.1492,-0.1058,0.0020,0.0008,0.1229,0.0023,0.0046,0.0009,0.2699,0.0003,0.0009,0.0015,0.0321,0.0008,0.0807,0.0041,0.0840,0.1694,0.0286,0.0387,0.0135,0.0095,0.0025,1.4409,0.2822,0.1202,0.2460,0.0780,0.2186,0.3163,0.1046,0.1442,0.1521,0.2668,0.1315,0.1379,0.0009,0.0009,0.0508,0.0035,0.0023,0.0005,0.0641,0.0003,0.0010,0.0007,0.0158,0.0006,0.0120
0.1092,0.0095,2.8720,0.2282,0.2372,0.7361,0.0048,0.2401,-31.6175,2.4153,-0.3568,0.5371,0.1390,0.0264,0.0251,0.1059,-0.0350,0.0781,-0.0978,0.0057,-0.0162,0.0147,0.0103,0.0886,0.0079,0.0200,0.0048,0.0639,0.0017,0.0055,0.0052,0.0206,0.0030,0.0312,0.0824,0.0142,0.3408,0.1469,0.0833,0.7382,0.0042,0.2308,6.5605,1.1283,0.8247,0.5134,0.2504,0.2029,0.1647,0.2636,0.2985,0.0932,0.2448,0.0950,0.1163,0.0142,0.0112,0.0526,0.0044,0.0112,0.0044,0.0453,0.0018,0.0054,0.0038,0.0144,0.0020,0.0126
0.0256,0.0557,3.1869,0.0637,0.1286,0.0103,0.0062,0.0437,-23.1064,3.6052,-1.6536,0.7545,-0.2447,-0.2732,0.1575,0.1277,0.0321,0.1208,-0.1407,-0.3237,-0.3549,0.0293,0.0395,0.0208,0.0137,0.0106,0.0077,0.0317,0.0017,0.0052,0.0270,0.0065,0.0140,0.0173,0.0025,0.0423,0.0530,0.0145,0.0325,0.0054,0.0036,0.0037,1.4796,0.3332,0.2795,0.2483,0.2008,0.1181,0.1745,0.1226,0.2025,0.1312,0.1597,0.1463,0.1023,0.0133,0.0323,0.0167,0.0116,0.0034,0.0029,0.0140,0.0011,0.0029,0.0178,0.0022,0.0115,0.0051
0.0798,0.0169,3.2013,0.2051,0.1715,1.4308,0.0045,0.2138,-28.1766,-1.2003,-1.1027,0.0142,0.8242,0.2286,-0.8842,0.1896,0.8628,-0.6225,-0.3423,0.6293,-0.5147,0.1202,0.0018,0.0003,0.0001,0.0001,0.0001,0.0002,0.0036,0.0001,0.0002,0.0003,0.0007,0.0331,0.0162,0.0162,0.1082,0.0129,0.0154,0.1964,0.0027,0.0265,1.3500,0.6746,0.2242,0.3700,0.1745,0.2240,0.2770,0.1936,0.1842,0.2337,0.1586,0.1093,0.1177,0.0497,0.0007,0.0001,0.0000,0.0000,0.0001,0.0001,0.0042,0.0000,0.0001,0.0001,0.0003,0.0138
